Frequency(Hz)	S21_complex
5.701590159016e+09	6.111834265386e-01-3.468122642657e-01j
5.701710171017e+09	6.023633484167e-01-3.612379808391e-01j
5.701830183018e+09	5.931949922887e-01-3.754444351575e-01j
5.701950195020e+09	5.837086249513e-01-3.894079675376e-01j
5.702070207021e+09	5.738820661125e-01-4.031375348908e-01j
5.702190219022e+09	5.637287520194e-01-4.166117998758e-01j
5.702310231023e+09	5.532760695543e-01-4.298375183452e-01j
5.702430243024e+09	5.425028986265e-01-4.427953306450e-01j
5.702550255026e+09	5.314450780574e-01-4.554911724168e-01j
5.702670267027e+09	5.200829978056e-01-4.678940371877e-01j
5.702790279028e+09	5.084376038696e-01-4.800265418156e-01j
5.702910291029e+09	4.965077672478e-01-4.918643210702e-01j
5.703030303030e+09	4.843100837467e-01-5.034202296299e-01j
5.703150315032e+09	4.718461641733e-01-5.146577811346e-01j
5.703270327033e+09	4.591151658861e-01-5.255791995911e-01j
5.703390339034e+09	4.461438201267e-01-5.361798802458e-01j
5.703510351035e+09	4.329247007811e-01-5.464767990639e-01j
5.703630363036e+09	4.194811811404e-01-5.564459621618e-01j
5.703750375038e+09	4.058018142968e-01-5.660891609895e-01j
5.703870387039e+09	3.919034211361e-01-5.753898066764e-01j
5.703990399040e+09	3.777945910074e-01-5.843461531702e-01j
5.704110411041e+09	3.634926978512e-01-5.929483766513e-01j
5.704230423042e+09	3.489967075713e-01-6.012109349186e-01j
5.704350435044e+09	3.343139848289e-01-6.091182099318e-01j
5.704470447045e+09	3.194576830495e-01-6.166696119147e-01j
5.704590459046e+09	3.044289545344e-01-6.238589738648e-01j
5.704710471047e+09	2.892434815209e-01-6.306764885432e-01j
5.704830483048e+09	2.739160405221e-01-6.371190557808e-01j
5.704950495050e+09	2.584377784632e-01-6.432003370134e-01j
5.705070507051e+09	2.428318685055e-01-6.488942704919e-01j
5.705190519052e+09	2.271025558125e-01-6.542203382149e-01j
5.705310531053e+09	2.112662039661e-01-6.591831640314e-01j
5.705430543054e+09	1.953234572102e-01-6.637307563603e-01j
5.705550555056e+09	1.792933897933e-01-6.678938804292e-01j
5.705670567057e+09	1.631601789969e-01-6.716930425656e-01j
5.705790579058e+09	1.469713177555e-01-6.751010764646e-01j
5.705910591059e+09	1.307065912388e-01-6.781104062744e-01j
5.706030603060e+09	1.143803642294e-01-6.807120695711e-01j
5.706150615062e+09	9.801437713373e-02-6.829374344983e-01j
5.706270627063e+09	8.159601940052e-02-6.847769599783e-01j
5.706390639064e+09	6.516280407367e-02-6.862196295469e-01j
5.706510651065e+09	4.871561625366e-02-6.872568514035e-01j
5.706630663066e+09	3.224216895185e-02-6.879177363936e-01j
5.706750675068e+09	1.577283185772e-02-6.881704050718e-01j
5.706870687069e+09	-6.865889209776e-04-6.880511140832e-01j
5.706990699070e+09	-1.712785904938e-02-6.875138290358e-01j
5.707110711071e+09	-3.353493027421e-02-6.866006402796e-01j
5.707230723072e+09	-4.989774374517e-02-6.852969112324e-01j
5.707350735074e+09	-6.624035071836e-02-6.835955540826e-01j
5.707470747075e+09	-8.251291317474e-02-6.815131714416e-01j
5.707590759076e+09	-9.871238324499e-02-6.790479678975e-01j
5.707710771077e+09	-1.148636624146e-01-6.762001563856e-01j
5.707830783078e+09	-1.309188564823e-01-6.729613471412e-01j
5.707950795080e+09	-1.468827780215e-01-6.693419892118e-01j
5.708070807081e+09	-1.627392984360e-01-6.653469605239e-01j
5.708190819082e+09	-1.784883090247e-01-6.609817329015e-01j
5.708310831083e+09	-1.941380893015e-01-6.562396495624e-01j
5.708430843084e+09	-2.096383617252e-01-6.511426226687e-01j
5.708550855086e+09	-2.250139301988e-01-6.456671606770e-01j
5.708670867087e+09	-2.402408141758e-01-6.398419850109e-01j
5.708790879088e+09	-2.553244589612e-01-6.336598644342e-01j
5.708910891089e+09	-2.702354604424e-01-6.271210309658e-01j
5.709030903090e+09	-2.849835299574e-01-6.202247777937e-01j
5.709150915092e+09	-2.995549766934e-01-6.129923064352e-01j
5.709270927093e+09	-3.139457872272e-01-6.054107915625e-01j
5.709390939094e+09	-3.281404112542e-01-5.975145685497e-01j
5.709510951095e+09	-3.421282278531e-01-5.892777424482e-01j
5.709630963096e+09	-3.559228622495e-01-5.807166000513e-01j
5.709750975098e+09	-3.694835944850e-01-5.718289246639e-01j
5.709870987099e+09	-3.828260096042e-01-5.626416442942e-01j
5.709990999100e+09	-3.959440184098e-01-5.531217078546e-01j
5.710111011101e+09	-4.088166220175e-01-5.433220371502e-01j
5.710231023102e+09	-4.214613534815e-01-5.332239693495e-01j
5.710351035104e+09	-4.338439981801e-01-5.228066058510e-01j
5.710471047105e+09	-4.459749779092e-01-5.121288638480e-01j
5.710591059106e+09	-4.578416847191e-01-5.011839236544e-01j
5.710711071107e+09	-4.694313214520e-01-4.899529573381e-01j
5.710831083108e+09	-4.807461952036e-01-4.784511754935e-01j
5.710951095110e+09	-4.917789033022e-01-4.666935284152e-01j
5.711071107111e+09	-5.025242699534e-01-4.546897455379e-01j
5.711191119112e+09	-5.129838413332e-01-4.424428835875e-01j
5.711311131113e+09	-5.231257753945e-01-4.299602451851e-01j
5.711431143114e+09	-5.329863418071e-01-4.172328042183e-01j
5.711551155116e+09	-5.425114995244e-01-4.042859796427e-01j
5.711671167117e+09	-5.517493276101e-01-3.911384332891e-01j
5.711791179118e+09	-5.606449844631e-01-3.777953822348e-01j
5.711911191119e+09	-5.692344035024e-01-3.642205256287e-01j
5.712031203120e+09	-5.774955044223e-01-3.504843889642e-01j
5.712151215122e+09	-5.853969380278e-01-3.365381972630e-01j
5.712271227123e+09	-5.929861963250e-01-3.224414473036e-01j
5.712391239124e+09	-6.002214632115e-01-3.081618961427e-01j
5.712511251125e+09	-6.071352893838e-01-2.937212791745e-01j
5.712631263126e+09	-6.136868846041e-01-2.791371335738e-01j
5.712751275128e+09	-6.198883292658e-01-2.644025227191e-01j
5.712871287129e+09	-6.257455116819e-01-2.495535230203e-01j
5.712991299130e+09	-6.312297627855e-01-2.345586441775e-01j
5.713111311131e+09	-6.363688247784e-01-2.194542346405e-01j
5.713231323132e+09	-6.411435013296e-01-2.042386005968e-01j
5.713351335134e+09	-6.455452016524e-01-1.889245246313e-01j
5.713471347135e+09	-6.496028266847e-01-1.735294869480e-01j
5.713591359136e+09	-6.532788719586e-01-1.580368820686e-01j
5.713711371137e+09	-6.565774317004e-01-1.424811235416e-01j
5.713831383138e+09	-6.595224786433e-01-1.268518434521e-01j
5.713951395140e+09	-6.620930317711e-01-1.111760779250e-01j
5.714071407141e+09	-6.642766338771e-01-9.544606943215e-02j
5.714191419142e+09	-6.661143475880e-01-7.968141296166e-02j
5.714311431143e+09	-6.675600508958e-01-6.387898901459e-02j
5.714431443144e+09	-6.686342842924e-01-4.806810130971e-02j
5.714551455146e+09	-6.693483569014e-01-3.224091806285e-02j
5.714671467147e+09	-6.696766025467e-01-1.639955307449e-02j
5.714791479148e+09	-6.696318595090e-01-5.824410815968e-04j
5.714911491149e+09	-6.692210892705e-01+1.523910720672e-02j
5.715031503150e+09	-6.684341732418e-01+3.102653287609e-02j
5.715151515152e+09	-6.672689045977e-01+4.678059648796e-02j
5.715271527153e+09	-6.657411529553e-01+6.250543139855e-02j
5.715391539154e+09	-6.638569983357e-01+7.816645536022e-02j
5.715511551155e+09	-6.615843418419e-01+9.377502217477e-02j
5.715631563156e+09	-6.589597288076e-01+1.093302475716e-01j
5.715751575158e+09	-6.559588753607e-01+1.247876381858e-01j
5.715871587159e+09	-6.525978794413e-01+1.401877641652e-01j
5.715991599160e+09	-6.489030449668e-01+1.554778193883e-01j
5.716111611161e+09	-6.448210010129e-01+1.706683574774e-01j
5.716231623162e+09	-6.404033057456e-01+1.857667051301e-01j
5.716351635164e+09	-6.356276477019e-01+2.007270533720e-01j
5.716471647165e+09	-6.305096175742e-01+2.155946730115e-01j
5.716591659166e+09	-6.250401720726e-01+2.302959831528e-01j
5.716711671167e+09	-6.192343744544e-01+2.448688648228e-01j
5.716831683168e+09	-6.130892170336e-01+2.593071860085e-01j
5.716951695170e+09	-6.066116054955e-01+2.735700139819e-01j
5.717071707171e+09	-5.998070799049e-01+2.876796016772e-01j
5.717191719172e+09	-5.926774602493e-01+3.016128617241e-01j
5.717311731173e+09	-5.852240849390e-01+3.153637388702e-01j
5.717431743174e+09	-5.774491406827e-01+3.289378341825e-01j
5.717551755176e+09	-5.693695939163e-01+3.423199133373e-01j
5.717671767177e+09	-5.609813677663e-01+3.554890956809e-01j
5.717791779178e+09	-5.522828958129e-01+3.684647364290e-01j
5.717911791179e+09	-5.433090802341e-01+3.812289616243e-01j
5.718031803180e+09	-5.340253829679e-01+3.937510812472e-01j
5.718151815182e+09	-5.244446594089e-01+4.060700795504e-01j
5.718271827183e+09	-5.146120206614e-01+4.181421918480e-01j
5.718391839184e+09	-5.044991747822e-01+4.299890303026e-01j
5.718511851185e+09	-4.941015745839e-01+4.415679267209e-01j
5.718631863186e+09	-4.834500531632e-01+4.529126907805e-01j
5.718751875188e+09	-4.725382360448e-01+4.639929724827e-01j
5.718871887189e+09	-4.613721700436e-01+4.748079559774e-01j
5.718991899190e+09	-4.499705237352e-01+4.853432154303e-01j
5.719111911191e+09	-4.383431161714e-01+4.956204697106e-01j
5.719231923192e+09	-4.264737212892e-01+5.056101242702e-01j
5.719351935194e+09	-4.143710669712e-01+5.153265297290e-01j
5.719471947195e+09	-4.020487024632e-01+5.247228045540e-01j
5.719591959196e+09	-3.895387883516e-01+5.338479095205e-01j
5.719711971197e+09	-3.768029717971e-01+5.426794488512e-01j
5.719831983198e+09	-3.638806898252e-01+5.511899024834e-01j
5.719951995200e+09	-3.507659168469e-01+5.593986214594e-01j
5.720072007201e+09	-3.374756491416e-01+5.672874546610e-01j
5.720192019202e+09	-3.240049017793e-01+5.748801754751e-01j
5.720312031203e+09	-3.103778404668e-01+5.821355893075e-01j
5.720432043204e+09	-2.965826791704e-01+5.890680439919e-01j
5.720552055206e+09	-2.826443338504e-01+5.956865783999e-01j
5.720672067207e+09	-2.685516811584e-01+6.019526595331e-01j
5.720792079208e+09	-2.543365343619e-01+6.078986359722e-01j
5.720912091209e+09	-2.399713481856e-01+6.135126358645e-01j
5.721032103210e+09	-2.255124965371e-01+6.187994860836e-01j
5.721152115212e+09	-2.109342550855e-01+6.237218242869e-01j
5.721272127213e+09	-1.962418104330e-01+6.283095628779e-01j
5.721392139214e+09	-1.814615394095e-01+6.325536876846e-01j
5.721512151215e+09	-1.665860902723e-01+6.364489041789e-01j
5.721632163216e+09	-1.516488898142e-01+6.400027345977e-01j
5.721752175218e+09	-1.366306075668e-01+6.431846916210e-01j
5.721872187219e+09	-1.215519562905e-01+6.460364553017e-01j
5.721992199220e+09	-1.064147213143e-01+6.485251464885e-01j
5.722112211221e+09	-9.123285379160e-02+6.506555545895e-01j
5.722232223222e+09	-7.598636107224e-02+6.524397747810e-01j
5.722352235224e+09	-6.074355998259e-02+6.538758866372e-01j
5.722472247225e+09	-4.547337285267e-02+6.549652185646e-01j
5.722592259226e+09	-3.018808777402e-02+6.556660364498e-01j
5.722712271227e+09	-1.489282609694e-02+6.560252650200e-01j
5.722832283228e+09	3.856818175912e-04+6.560293716446e-01j
5.722952295230e+09	1.566128384000e-02+6.556988538915e-01j
5.723072307231e+09	3.093691267989e-02+6.549925058630e-01j
5.723192319232e+09	4.616785578191e-02+6.539354640952e-01j
5.723312331233e+09	6.135797332133e-02+6.525319332240e-01j
5.723432343234e+09	7.652263214851e-02+6.507660565786e-01j
5.723552355236e+09	9.162384139505e-02+6.486515672234e-01j
5.723672367237e+09	1.066594129785e-01+6.461945566128e-01j
5.723792379238e+09	1.216334015813e-01+6.433907642469e-01j
5.723912391239e+09	1.365383657134e-01+6.402460311839e-01j
5.724032403240e+09	1.513391017806e-01+6.367485825432e-01j
5.724152415242e+09	1.660680855110e-01+6.329077440983e-01j
5.724272427243e+09	1.806858753017e-01+6.287432575831e-01j
5.724392439244e+09	1.952085548683e-01+6.242362463783e-01j
5.724512451245e+09	2.095940632592e-01+6.194072349193e-01j
5.724632463246e+09	2.238801432476e-01+6.142306778061e-01j
5.724752475248e+09	2.380392993462e-01+6.087325175975e-01j
5.724872487249e+09	2.520458765715e-01+6.029082225195e-01j
5.724992499250e+09	2.659046099991e-01+5.967763603481e-01j
5.725112511251e+09	2.796276663432e-01+5.903157717542e-01j
5.725232523252e+09	2.931802819012e-01+5.835505910625e-01j
5.725352535254e+09	3.065753592755e-01+5.764777000475e-01j
5.725472547255e+09	3.197998968210e-01+5.690780506292e-01j
5.725592559256e+09	3.328402235305e-01+5.614195848393e-01j
5.725712571257e+09	3.456831148955e-01+5.534419960885e-01j
5.725832583258e+09	3.583500539735e-01+5.451642522682e-01j
5.725952595260e+09	3.708128028881e-01+5.366170140863e-01j
5.726072607261e+09	3.830657685033e-01+5.277847055966e-01j
5.726192619262e+09	3.951163780447e-01+5.186591357841e-01j
5.726312631263e+09	4.069335321526e-01+5.092805947299e-01j
5.726432643264e+09	4.185310446023e-01+4.996376541926e-01j
5.726552655266e+09	4.299023616270e-01+4.897191578998e-01j
5.726672667267e+09	4.410285639799e-01+4.795449110052e-01j
5.726792679268e+09	4.519267434980e-01+4.691396726047e-01j
5.726912691269e+09	4.625675776862e-01+4.584846088993e-01j
5.727032703270e+09	4.729592713328e-01+4.475763597617e-01j
5.727152715272e+09	4.830974486877e-01+4.364519314318e-01j
5.727272727273e+09	4.929694487905e-01+4.251010088833e-01j
5.727392739274e+09	5.025737522380e-01+4.135210329174e-01j
5.727512751275e+09	5.119065988992e-01+4.017432772683e-01j
5.727632763276e+09	5.209518735060e-01+3.897429827798e-01j
5.727752775278e+09	5.297229173061e-01+3.775523402933e-01j
5.727872787279e+09	5.382063582650e-01+3.651571158751e-01j
5.727992799280e+09	5.463994247074e-01+3.525901358447e-01j
5.728112811281e+09	5.542913145917e-01+3.398235368052e-01j
5.728232823282e+09	5.619001469300e-01+3.268939799625e-01j
5.728352835284e+09	5.692026199858e-01+3.138001123540e-01j
5.728472847285e+09	5.761958386253e-01+3.005478946217e-01j
5.728592859286e+09	5.828807661809e-01+2.871532583798e-01j
5.728712871287e+09	5.892537610862e-01+2.735918843505e-01j
5.728832883288e+09	5.953079382663e-01+2.599204947399e-01j
5.728952895290e+09	6.010548731261e-01+2.460895845604e-01j
5.729072907291e+09	6.064745933171e-01+2.321476467618e-01j
5.729192919292e+09	6.115597518455e-01+2.180883711441e-01j
5.729312931293e+09	6.163368096009e-01+2.039260902543e-01j
5.729432943294e+09	6.207823870873e-01+1.896641710863e-01j
5.729552955296e+09	6.249022982327e-01+1.753055882290e-01j
5.729672967297e+09	6.286874269099e-01+1.608689715798e-01j
5.729792979298e+09	6.321312018437e-01+1.463430372459e-01j
5.729912991299e+09	6.352479674196e-01+1.317532341458e-01j
5.730033003300e+09	6.380126103207e-01+1.171147185171e-01j
5.730153015302e+09	6.404654616827e-01+1.024059894076e-01j
5.730273027303e+09	6.425708740572e-01+8.764851879589e-02j
5.730393039304e+09	6.443336820044e-01+7.284768835538e-02j
5.730513051305e+09	6.457557394766e-01+5.802918526556e-02j
5.730633063306e+09	6.468387330508e-01+4.318481076872e-02j
5.730753075308e+09	6.475874080542e-01+2.832693211089e-02j
5.730873087309e+09	6.479974751593e-01+1.344374102745e-02j
5.730993099310e+09	6.480543358209e-01-1.425844304314e-03j
5.731113111311e+09	6.477865178944e-01-1.628690904092e-02j
5.731233123312e+09	6.471661001644e-01-3.113525596807e-02j
5.731353135314e+09	6.462187458964e-01-4.595598357841e-02j
5.731473147315e+09	6.449265072361e-01-6.074316087679e-02j
5.731593159316e+09	6.433001274869e-01-7.550983751997e-02j
5.731713171317e+09	6.413385418882e-01-9.022379971720e-02j
5.731833183318e+09	6.390471264308e-01-1.048646446595e-01j
5.731953195320e+09	6.364121998475e-01-1.194607715566e-01j
5.732073207321e+09	6.334504622448e-01-1.339857213580e-01j
5.732193219322e+09	6.301570113457e-01-1.484391400126e-01j
5.732313231323e+09	6.265375106508e-01-1.628089940808e-01j
5.732433243324e+09	6.225925239109e-01-1.770764250819e-01j
5.732553255326e+09	6.183347317141e-01-1.912587257229e-01j
5.732673267327e+09	6.137430306199e-01-2.053283814320e-01j
5.732793279328e+09	6.088273100181e-01-2.192964023828e-01j
5.732913291329e+09	6.036226169384e-01-2.331385779473e-01j
5.733033303330e+09	5.980888835796e-01-2.468431361238e-01j
5.733153315332e+09	5.922561450592e-01-2.604161766034e-01j
5.733273327333e+09	5.861009426407e-01-2.738639471198e-01j
5.733393339334e+09	5.796577990211e-01-2.871511215863e-01j
5.733513351335e+09	5.729056625941e-01-3.002902872165e-01j
5.733633363336e+09	5.658637854966e-01-3.132746312563e-01j
5.733753375338e+09	5.585424537818e-01-3.260848213671e-01j
5.733873387339e+09	5.509163913220e-01-3.387138084825e-01j
5.733993399340e+09	5.430126383359e-01-3.511693797475e-01j
5.734113411341e+09	5.348300151406e-01-3.634335857495e-01j
5.734233423342e+09	5.263815279750e-01-3.755215966448e-01j
5.734353435344e+09	5.176727902179e-01-3.873953493483e-01j
5.734473447345e+09	5.086676648038e-01-3.990609564725e-01j
5.734593459346e+09	4.994289754399e-01-4.105342862850e-01j
5.734713471347e+09	4.899172769144e-01-4.217812580724e-01j
5.734833483348e+09	4.801633491720e-01-4.328136859771e-01j
5.734953495350e+09	4.701689240840e-01-4.436129835531e-01j
5.735073507351e+09	4.599329230647e-01-4.541740642440e-01j
5.735193519352e+09	4.494641479940e-01-4.644969846978e-01j
5.735313531353e+09	4.387664681441e-01-4.745789038307e-01j
5.735433543354e+09	4.278435133156e-01-4.844272327854e-01j
5.735553555356e+09	4.166972404334e-01-4.940179156081e-01j
5.735673567357e+09	4.053560107998e-01-5.033395150374e-01j
5.735793579358e+09	3.937955096802e-01-5.124168655088e-01j
5.735913591359e+09	3.820384096868e-01-5.212050642589e-01j
5.736033603360e+09	3.700959388556e-01-5.297424531014e-01j
5.736153615362e+09	3.579642650496e-01-5.379887073404e-01j
5.736273627363e+09	3.456450228372e-01-5.459783406940e-01j
5.736393639364e+09	3.331682302507e-01-5.536690566847e-01j
5.736513651365e+09	3.205030150443e-01-5.610793951855e-01j
5.736633663366e+09	3.076981584393e-01-5.681972127862e-01j
5.736753675368e+09	2.947110853191e-01-5.750216645582e-01j
5.736873687369e+09	2.816048405901e-01-5.815531789199e-01j
5.736993699370e+09	2.683446257791e-01-5.877758853969e-01j
5.737113711371e+09	2.549519223862e-01-5.937069564647e-01j
5.737233723372e+09	2.414273951831e-01-5.993428519009e-01j
5.737353735374e+09	2.277942616216e-01-6.046398173347e-01j
5.737473747375e+09	2.140363207218e-01-6.096451487658e-01j
5.737593759376e+09	2.001764241013e-01-6.143389139581e-01j
5.737713771377e+09	1.862159687541e-01-6.187191768557e-01j
5.737833783378e+09	1.721710606908e-01-6.227801982142e-01j
5.737953795380e+09	1.580325658514e-01-6.265242299146e-01j
5.738073807381e+09	1.438140541456e-01-6.299451945515e-01j
5.738193819382e+09	1.295435213790e-01-6.330417973198e-01j
5.738313831383e+09	1.151877125456e-01-6.358148265791e-01j
5.738433843384e+09	1.007795693445e-01-6.382688158295e-01j
5.738553855386e+09	8.634224339145e-02-6.403986104927e-01j
5.738673867387e+09	7.184843872044e-02-6.422013557681e-01j
5.738793879388e+09	5.733957754218e-02-6.436761621365e-01j
5.738913891389e+09	4.277703350211e-02-6.448200827118e-01j
5.739033903390e+09	2.820856079171e-02-6.456419972858e-01j
5.739153915392e+09	1.362849640394e-02-6.461344763919e-01j
