Frequency(Hz)	S21_complex
5.283468346835e+09	-7.035829790358e-01-9.131290468457e-02j
5.283588358836e+09	-7.058125342987e-01-7.637297285912e-02j
5.283708370837e+09	-7.077303013480e-01-6.137748862274e-02j
5.283828382838e+09	-7.093265724621e-01-4.633499127579e-02j
5.283948394839e+09	-7.105902305991e-01-3.123592353029e-02j
5.284068406841e+09	-7.115572996358e-01-1.612396973233e-02j
5.284188418842e+09	-7.121796768258e-01-9.867261560528e-04j
5.284308430843e+09	-7.124881799794e-01+1.417573394332e-02j
5.284428442844e+09	-7.124741571401e-01+2.935229173051e-02j
5.284548454845e+09	-7.121341090282e-01+4.453801054220e-02j
5.284668466847e+09	-7.114745233804e-01+5.971226531154e-02j
5.284788478848e+09	-7.104973645669e-01+7.488909569718e-02j
5.284908490849e+09	-7.092015843838e-01+9.004839173880e-02j
5.285028502850e+09	-7.075650548861e-01+1.051751979487e-01j
5.285148514851e+09	-7.056200836080e-01+1.202856493629e-01j
5.285268526853e+09	-7.033411613543e-01+1.353509766368e-01j
5.285388538854e+09	-7.007400979498e-01+1.503862514215e-01j
5.285508550855e+09	-6.978307435961e-01+1.653750428919e-01j
5.285628562856e+09	-6.945994678010e-01+1.802916331070e-01j
5.285748574857e+09	-6.910377603654e-01+1.951582603788e-01j
5.285868586859e+09	-6.871735635398e-01+2.099509849251e-01j
5.285988598860e+09	-6.829837681844e-01+2.246667786248e-01j
5.286108610861e+09	-6.784865221275e-01+2.392948470493e-01j
5.286228622862e+09	-6.736578185048e-01+2.538411187874e-01j
5.286348634863e+09	-6.685275096709e-01+2.682974260312e-01j
5.286468646865e+09	-6.630849092615e-01+2.826467669406e-01j
5.286588658866e+09	-6.573448645005e-01+2.968823967827e-01j
5.286708670867e+09	-6.512804657370e-01+3.110096642591e-01j
5.286828682868e+09	-6.449310706350e-01+3.250107027449e-01j
5.286948694869e+09	-6.382704876370e-01+3.388770037000e-01j
5.287068706871e+09	-6.313163763731e-01+3.526122026788e-01j
5.287188718872e+09	-6.240636118145e-01+3.661935136696e-01j
5.287308730873e+09	-6.165115201902e-01+3.796545628051e-01j
5.287428742874e+09	-6.086810022684e-01+3.929471096334e-01j
5.287548754875e+09	-6.005651407255e-01+4.060912866854e-01j
5.287668766877e+09	-5.921480830857e-01+4.190481895312e-01j
5.287788778878e+09	-5.834587036951e-01+4.318299870965e-01j
5.287908790879e+09	-5.745037677944e-01+4.444582637986e-01j
5.288028802880e+09	-5.652490315689e-01+4.568845512824e-01j
5.288148814881e+09	-5.557432029731e-01+4.691308396368e-01j
5.288268826883e+09	-5.459677112392e-01+4.811621165013e-01j
5.288388838884e+09	-5.359319796496e-01+4.930142009177e-01j
5.288508850885e+09	-5.256353691538e-01+5.046488537936e-01j
5.288628862886e+09	-5.151014990892e-01+5.160684934332e-01j
5.288748874887e+09	-5.042879303688e-01+5.272737428817e-01j
5.288868886889e+09	-4.932454087502e-01+5.382541513963e-01j
5.288988898890e+09	-4.819594665095e-01+5.489933346779e-01j
5.289108910891e+09	-4.704325426774e-01+5.595144048157e-01j
5.289228922892e+09	-4.586904730813e-01+5.697937435888e-01j
5.289348934893e+09	-4.467103112297e-01+5.798219857502e-01j
5.289468946895e+09	-4.345112441459e-01+5.895995618690e-01j
5.289588958896e+09	-4.220825070375e-01+5.991212592683e-01j
5.289708970897e+09	-4.094570837755e-01+6.083956513807e-01j
5.289828982898e+09	-3.966140372769e-01+6.174002742219e-01j
5.289948994899e+09	-3.835756396899e-01+6.261253847887e-01j
5.290069006901e+09	-3.703345724198e-01+6.345943836786e-01j
5.290189018902e+09	-3.569177255525e-01+6.427735420991e-01j
5.290309030903e+09	-3.432965167381e-01+6.506864322539e-01j
5.290429042904e+09	-3.295090153254e-01+6.583019131262e-01j
5.290549054905e+09	-3.155411951792e-01+6.656244716452e-01j
5.290669066907e+09	-3.014140386719e-01+6.726607306881e-01j
5.290789078908e+09	-2.871143570867e-01+6.793876135567e-01j
5.290909090909e+09	-2.726801987523e-01+6.858294036907e-01j
5.291029102910e+09	-2.580674035003e-01+6.919508721547e-01j
5.291149114911e+09	-2.433372406965e-01+6.977779071307e-01j
5.291269126913e+09	-2.284521594297e-01+7.032868099895e-01j
5.291389138914e+09	-2.134432710315e-01+7.084894140055e-01j
5.291509150915e+09	-1.983051270685e-01+7.133613005709e-01j
5.291629162916e+09	-1.830492528914e-01+7.179071663875e-01j
5.291749174917e+09	-1.676808163940e-01+7.221355536113e-01j
5.291869186919e+09	-1.522090588349e-01+7.260330961980e-01j
5.291989198920e+09	-1.366267672168e-01+7.296038996398e-01j
5.292109210921e+09	-1.209503057832e-01+7.328509850725e-01j
5.292229222922e+09	-1.052017462274e-01+7.357503437009e-01j
5.292349234923e+09	-8.936467334161e-02+7.383127021590e-01j
5.292469246925e+09	-7.346966657742e-02+7.405385104779e-01j
5.292589258926e+09	-5.749212594774e-02+7.424228746481e-01j
5.292709270927e+09	-4.144604374394e-02+7.439687223861e-01j
5.292829282928e+09	-2.536404652789e-02+7.451578808789e-01j
5.292949294929e+09	-9.233343297375e-03+7.460119638363e-01j
5.293069306931e+09	6.946495735641e-03+7.465092112324e-01j
5.293189318932e+09	2.315317856237e-02+7.466553764884e-01j
5.293309330933e+09	3.938676046244e-02+7.464409142119e-01j
5.293429342934e+09	5.565730475066e-02+7.458753237531e-01j
5.293549354935e+09	7.190781175762e-02+7.449526627540e-01j
5.293669366937e+09	8.818642292205e-02+7.436654714019e-01j
5.293789378938e+09	1.044631145131e-01+7.420357282779e-01j
5.293909390939e+09	1.207298177462e-01+7.400349911564e-01j
5.294029402940e+09	1.369878249269e-01+7.376760384550e-01j
5.294149414941e+09	1.532260283939e-01+7.349474156433e-01j
5.294269426943e+09	1.694302365363e-01+7.318620171284e-01j
5.294389438944e+09	1.856045543682e-01+7.284044231972e-01j
5.294509450945e+09	2.017318805350e-01+7.245830207413e-01j
5.294629462946e+09	2.178264762077e-01+7.203973866057e-01j
5.294749474947e+09	2.338607752456e-01+7.158302720206e-01j
5.294869486949e+09	2.498309971341e-01+7.108995599767e-01j
5.294989498950e+09	2.657512900798e-01+7.055973911444e-01j
5.295109510951e+09	2.815914292864e-01+6.999158632088e-01j
5.295229522952e+09	2.973559618889e-01+6.938532984243e-01j
5.295349534953e+09	3.130117916787e-01+6.874211551923e-01j
5.295469546955e+09	3.285987961550e-01+6.805979716486e-01j
5.295589558956e+09	3.440839762682e-01+6.733966990513e-01j
5.295709570957e+09	3.594756895903e-01+6.657925072449e-01j
5.295829582958e+09	3.747554926691e-01+6.578191320229e-01j
5.295949594959e+09	3.899271333497e-01+6.494271527014e-01j
5.296069606961e+09	4.049767894777e-01+6.406413391964e-01j
5.296189618962e+09	4.199075063295e-01+6.314604986995e-01j
5.296309630963e+09	4.346943054634e-01+6.218598048832e-01j
5.296429642964e+09	4.493614490970e-01+6.118410428021e-01j
5.296549654965e+09	4.638854017589e-01+6.013820025568e-01j
5.296669666967e+09	4.782558232229e-01+5.904817623120e-01j
5.296789678968e+09	4.924937202209e-01+5.791131284199e-01j
5.296909690969e+09	5.065674076143e-01+5.672955445412e-01j
5.297029702970e+09	5.204778330481e-01+5.549661113960e-01j
5.297149714971e+09	5.342365128293e-01+5.421446073305e-01j
5.297269726973e+09	5.478251525732e-01+5.287794220911e-01j
5.297389738974e+09	5.612331743650e-01+5.148444588905e-01j
5.297509750975e+09	5.744555425479e-01+5.002866197654e-01j
5.297629762976e+09	5.875033736448e-01+4.850812475626e-01j
5.297749774977e+09	6.003580528975e-01+4.691538887355e-01j
5.297869786979e+09	6.130066799739e-01+4.524366701826e-01j
5.297989798980e+09	6.254198467651e-01+4.348500956114e-01j
5.298109810981e+09	6.375925985023e-01+4.162669914321e-01j
5.298229822982e+09	6.494895048891e-01+3.965602515163e-01j
5.298349834983e+09	6.610697248496e-01+3.755260294997e-01j
5.298469846985e+09	6.722673261830e-01+3.529624794464e-01j
5.298589858986e+09	6.829789226137e-01+3.285179586622e-01j
5.298709870987e+09	6.930370273289e-01+3.018002079193e-01j
5.298829882988e+09	7.021740181788e-01+2.722414252538e-01j
5.298949894989e+09	7.099637201693e-01+2.390584060895e-01j
5.299069906991e+09	7.156282106531e-01+2.012084849310e-01j
5.299189918992e+09	7.177934655433e-01+1.571375153469e-01j
5.299309930993e+09	7.139326599900e-01+1.048447062462e-01j
5.299429942994e+09	6.991050289299e-01+4.174778641776e-02j
5.299549954995e+09	6.634035378614e-01-3.419241540019e-02j
5.299669966997e+09	5.873466047951e-01-1.196748063995e-01j
5.299789978998e+09	4.398398854919e-01-1.875702056418e-01j
5.299909990999e+09	2.161090950882e-01-1.513953796936e-01j
5.300030003000e+09	5.320090466291e-02+6.856195867958e-02j
5.300150015002e+09	1.000316203418e-01+3.200618678394e-01j
5.300270027003e+09	2.482122428158e-01+4.439381171129e-01j
5.300390039004e+09	3.810875103676e-01+4.707492101360e-01j
5.300510051005e+09	4.771753060642e-01+4.566472886057e-01j
5.300630063006e+09	5.447400251535e-01+4.287810789143e-01j
5.300750075008e+09	5.933572283391e-01+3.974192032172e-01j
5.300870087009e+09	6.295047140782e-01+3.661407095032e-01j
5.300990099010e+09	6.572835173456e-01+3.360898238860e-01j
5.301110111011e+09	6.792262651117e-01+3.074837772385e-01j
5.301230123012e+09	6.969520343163e-01+2.803087464465e-01j
5.301350135014e+09	7.115335197515e-01+2.543558125217e-01j
5.301470147015e+09	7.236922116240e-01+2.294906689511e-01j
5.301590159016e+09	7.339272544697e-01+2.055140444625e-01j
5.301710171017e+09	7.426005560493e-01+1.823181810065e-01j
5.301830183018e+09	7.499641614614e-01+1.597935207834e-01j
5.301950195020e+09	7.562141130307e-01+1.378223401574e-01j
5.302070207021e+09	7.614933052010e-01+1.163323123166e-01j
5.302190219022e+09	7.658963494731e-01+9.526494990482e-02j
5.302310231023e+09	7.695360457207e-01+7.455981552531e-02j
5.302430243024e+09	7.724725599554e-01+5.418862848712e-02j
5.302550255026e+09	7.747426403366e-01+3.411102553517e-02j
5.302670267027e+09	7.764200241567e-01+1.430198214021e-02j
5.302790279028e+09	7.775142177256e-01-5.272660534868e-03j
5.302910291029e+09	7.780738594787e-01-2.461751592213e-02j
5.303030303030e+09	7.781210174713e-01-4.377585725164e-02j
5.303150315032e+09	7.776713133347e-01-6.271947170544e-02j
5.303270327033e+09	7.767412638407e-01-8.148258240388e-02j
5.303390339034e+09	7.753477437369e-01-1.000738287608e-01j
5.303510351035e+09	7.735026526012e-01-1.184720138782e-01j
5.303630363036e+09	7.712172340246e-01-1.367346211939e-01j
5.303750375038e+09	7.685194974717e-01-1.547947848350e-01j
5.303870387039e+09	7.653822693109e-01-1.727200025629e-01j
5.303990399040e+09	7.618494386089e-01-1.904633336386e-01j
5.304110411041e+09	7.579162762693e-01-2.080336594122e-01j
5.304230423042e+09	7.535783833088e-01-2.254565683916e-01j
5.304350435044e+09	7.488652009019e-01-2.427130349401e-01j
5.304470447045e+09	7.437693221866e-01-2.597926690022e-01j
5.304590459046e+09	7.382882749093e-01-2.767001396181e-01j
5.304710471047e+09	7.324525701076e-01-2.934371709182e-01j
5.304830483048e+09	7.262406779555e-01-3.099869469473e-01j
5.304950495050e+09	7.196699552823e-01-3.263554494128e-01j
5.305070507051e+09	7.127491793483e-01-3.425411304234e-01j
5.305190519052e+09	7.054763517467e-01-3.585355787423e-01j
5.305310531053e+09	6.978473004694e-01-3.743320043576e-01j
5.305430543054e+09	6.898949637201e-01-3.899511592189e-01j
5.305550555056e+09	6.816034812028e-01-4.053496109497e-01j
5.305670567057e+09	6.729958995028e-01-4.205369085309e-01j
5.305790579058e+09	6.640376332701e-01-4.355202195899e-01j
5.305910591059e+09	6.547820639739e-01-4.502810578699e-01j
5.306030603060e+09	6.452110187588e-01-4.648075894681e-01j
5.306150615062e+09	6.353118297771e-01-4.791300682727e-01j
5.306270627063e+09	6.251154428797e-01-4.931985113949e-01j
5.306390639064e+09	6.146368097857e-01-5.070466708698e-01j
5.306510651065e+09	6.038400506620e-01-5.206484843828e-01j
5.306630663066e+09	5.927762654584e-01-5.340055809158e-01j
5.306750675068e+09	5.814064813708e-01-5.470975444019e-01j
5.306870687069e+09	5.697842173802e-01-5.599364559012e-01j
5.306990699070e+09	5.578676329536e-01-5.725285367940e-01j
5.307110711071e+09	5.456957158489e-01-5.848415791296e-01j
5.307230723072e+09	5.332551879976e-01-5.969000615187e-01j
5.307350735074e+09	5.205616050330e-01-6.086675648855e-01j
5.307470747075e+09	5.076240958602e-01-6.201467772746e-01j
5.307590759076e+09	4.944482951712e-01-6.313513850302e-01j
5.307710771077e+09	4.810247071521e-01-6.422598640940e-01j
5.307830783078e+09	4.673618583745e-01-6.528855961944e-01j
5.307950795080e+09	4.534932242223e-01-6.632049884106e-01j
5.308070807081e+09	4.393860633619e-01-6.732166746358e-01j
5.308190819082e+09	4.250763497687e-01-6.829315070143e-01j
5.308310831083e+09	4.105697057292e-01-6.923380045707e-01j
5.308430843084e+09	3.958550579597e-01-7.014256628448e-01j
5.308550855086e+09	3.809357272756e-01-7.101803609085e-01j
5.308670867087e+09	3.658374304841e-01-7.186279688151e-01j
5.308790879088e+09	3.505655549198e-01-7.267508995298e-01j
5.308910891089e+09	3.351172476906e-01-7.345479707495e-01j
5.309030903090e+09	3.194997787154e-01-7.419953192277e-01j
5.309150915092e+09	3.037222082813e-01-7.491234908575e-01j
5.309270927093e+09	2.877856331383e-01-7.558957462037e-01j
5.309390939094e+09	2.717147628334e-01-7.623369444749e-01j
5.309510951095e+09	2.555125495127e-01-7.684427496585e-01j
5.309630963096e+09	2.391687038048e-01-7.741781044743e-01j
5.309750975098e+09	2.227080770641e-01-7.795804659702e-01j
5.309870987099e+09	2.061240757768e-01-7.846279694007e-01j
5.309990999100e+09	1.894293366266e-01-7.893151740266e-01j
5.310111011101e+09	1.726378318092e-01-7.936498841425e-01j
5.310231023102e+09	1.557569049419e-01-7.976181964547e-01j
5.310351035104e+09	1.387901494890e-01-8.012376870092e-01j
5.310471047105e+09	1.217304794939e-01-8.044746404426e-01j
5.310591059106e+09	1.046193465654e-01-8.073684762383e-01j
5.310711071107e+09	8.742436146705e-02-8.098902393354e-01j
5.310831083108e+09	7.017635441472e-02-8.120369424438e-01j
5.310951095110e+09	5.288241254198e-02-8.138210413438e-01j
5.311071107111e+09	3.554653737335e-02-8.152393614811e-01j
5.311191119112e+09	1.819071838411e-02-8.162789570710e-01j
5.311311131113e+09	8.041939158727e-04-8.169641250037e-01j
5.311431143114e+09	-1.659419463552e-02-8.172514877095e-01j
5.311551155116e+09	-3.401662457966e-02-8.171963638656e-01j
5.311671167117e+09	-5.144129429792e-02-8.167435890827e-01j
5.311791179118e+09	-6.884775747299e-02-8.159323036285e-01j
5.311911191119e+09	-8.624406347839e-02-8.147535353642e-01j
5.312031203120e+09	-1.036306882888e-01-8.131813041385e-01j
5.312151215122e+09	-1.209606771910e-01-8.112665227673e-01j
5.312271227123e+09	-1.382783203984e-01-8.089717027307e-01j
5.312391239124e+09	-1.555300001598e-01-8.063022297385e-01j
5.312511251125e+09	-1.727465392580e-01-8.032689608182e-01j
5.312631263126e+09	-1.898969413907e-01-7.998570373288e-01j
5.312751275128e+09	-2.069730346318e-01-7.960879577806e-01j
5.312871287129e+09	-2.239742082977e-01-7.919582362618e-01j
5.312991299130e+09	-2.409145783183e-01-7.874513422597e-01j
5.313111311131e+09	-2.577277441156e-01-7.825960112001e-01j
5.313231323132e+09	-2.744508813611e-01-7.773696263004e-01j
5.313351335134e+09	-2.910770638953e-01-7.717899492114e-01j
5.313471347135e+09	-3.075889440483e-01-7.658553374398e-01j
5.313591359136e+09	-3.239703867826e-01-7.595670731982e-01j
5.313711371137e+09	-3.402260342441e-01-7.529338289795e-01j
5.313831383138e+09	-3.563543996195e-01-7.459445190687e-01j
5.313951395140e+09	-3.723137578508e-01-7.386174560434e-01j
5.314071407141e+09	-3.881284974027e-01-7.309301501990e-01j
5.314191419142e+09	-4.038059006248e-01-7.229169670837e-01j
5.314311431143e+09	-4.193008361902e-01-7.145729916952e-01j
5.314431443144e+09	-4.346195720299e-01-7.058880604595e-01j
5.314551455146e+09	-4.497620518076e-01-6.968790556430e-01j
5.314671467147e+09	-4.647206938184e-01-6.875490698294e-01j
5.314791479148e+09	-4.794687016752e-01-6.778856373476e-01j
5.314911491149e+09	-4.940329400902e-01-6.679145170571e-01j
5.315031503150e+09	-5.083841805697e-01-6.576222627382e-01j
5.315151515152e+09	-5.225272705386e-01-6.470384379473e-01j
5.315271527153e+09	-5.364318156603e-01-6.361303060237e-01j
5.315391539154e+09	-5.501140878332e-01-6.249277478952e-01j
5.315511551155e+09	-5.635710721553e-01-6.134275781316e-01j
5.315631563156e+09	-5.767907733091e-01-6.016466365693e-01j
5.315751575158e+09	-5.897321756376e-01-5.895757279140e-01j
5.315871587159e+09	-6.024602776431e-01-5.772374844872e-01j
5.315991599160e+09	-6.149002007923e-01-5.645997107446e-01j
5.316111611161e+09	-6.271009880012e-01-5.516953244896e-01j
5.316231623162e+09	-6.390095863525e-01-5.385510860914e-01j
5.316351635164e+09	-6.506471267974e-01-5.251288643030e-01j
5.316471647165e+09	-6.620092995220e-01-5.114698729041e-01j
5.316591659166e+09	-6.730743050365e-01-4.975445021216e-01j
5.316711671167e+09	-6.838640388401e-01-4.834018743407e-01j
5.316831683168e+09	-6.943252374581e-01-4.690065917330e-01j
5.316951695170e+09	-7.045097985354e-01-4.543855674714e-01j
5.317071707171e+09	-7.143716858940e-01-4.395582573934e-01j
5.317191719172e+09	-7.239222054432e-01-4.244938396180e-01j
5.317311731173e+09	-7.331758765871e-01-4.092459419691e-01j
5.317431743174e+09	-7.420781163658e-01-3.937760860016e-01j
5.317551755176e+09	-7.506680026663e-01-3.781217069078e-01j
5.317671767177e+09	-7.589225975729e-01-3.622742579075e-01j
5.317791779178e+09	-7.668531443657e-01-3.462457884708e-01j
5.317911791179e+09	-7.744301650211e-01-3.300369734550e-01j
5.318031803180e+09	-7.816695943957e-01-3.136655766498e-01j
5.318151815182e+09	-7.885622544208e-01-2.971476770739e-01j
5.318271827183e+09	-7.951047475540e-01-2.804710617323e-01j
5.318391839184e+09	-8.012992047082e-01-2.636373957515e-01j
5.318511851185e+09	-8.071307511053e-01-2.466728040472e-01j
5.318631863186e+09	-8.126139179266e-01-2.295760166334e-01j
5.318751875188e+09	-8.177173530263e-01-2.123675915618e-01j
5.318871887189e+09	-8.224722022180e-01-1.950288885327e-01j
5.318991899190e+09	-8.268450780306e-01-1.775888540454e-01j
5.319111911191e+09	-8.308558695076e-01-1.600489494139e-01j
5.319231923192e+09	-8.344863696567e-01-1.424301689128e-01j
5.319351935194e+09	-8.377438637568e-01-1.247284671331e-01j
5.319471947195e+09	-8.406492251835e-01-1.069319539372e-01j
5.319591959196e+09	-8.431422323098e-01-8.908015673920e-02j
5.319711971197e+09	-8.452702493426e-01-7.115224523115e-02j
5.319831983198e+09	-8.470085792951e-01-5.319623784395e-02j
5.319951995200e+09	-8.483719270497e-01-3.518696567926e-02j
5.320072007201e+09	-8.493515109753e-01-1.715062534951e-02j
5.320192019202e+09	-8.499463852018e-01+9.371536600124e-04j
5.320312031203e+09	-8.501538307743e-01+1.902664705182e-02j
5.320432043204e+09	-8.499701556209e-01+3.711669608748e-02j
5.320552055206e+09	-8.494025338033e-01+5.521727235903e-02j
5.320672067207e+09	-8.484590628785e-01+7.332307579083e-02j
5.320792079208e+09	-8.471124286931e-01+9.140647291231e-02j
5.320912091209e+09	-8.453925234949e-01+1.094546263695e-01j
5.321032103210e+09	-8.432800199821e-01+1.275094771523e-01j
5.321152115212e+09	-8.407928801671e-01+1.454852491681e-01j
5.321272127213e+09	-8.379063611914e-01+1.634353339198e-01j
5.321392139214e+09	-8.346359220683e-01+1.813247325867e-01j
5.321512151215e+09	-8.309881507691e-01+1.991526814748e-01j
5.321632163216e+09	-8.269537829428e-01+2.169053758504e-01j
5.321752175218e+09	-8.225414152942e-01+2.345746590595e-01j
5.321872187219e+09	-8.177547885974e-01+2.521675590428e-01j
5.321992199220e+09	-8.126060723445e-01+2.696510759159e-01j
5.322112211221e+09	-8.070565359110e-01+2.870408716315e-01j
5.322232223222e+09	-8.011416920877e-01+3.043022067402e-01j
5.322352235224e+09	-7.948477681573e-01+3.214667736522e-01j
5.322472247225e+09	-7.881849108155e-01+3.384931890689e-01j
5.322592259226e+09	-7.811669139849e-01+3.553827536970e-01j
5.322712271227e+09	-7.737809787108e-01+3.721212836866e-01j
5.322832283228e+09	-7.660362238349e-01+3.887068211414e-01j
5.322952295230e+09	-7.579267304922e-01+4.051395434621e-01j
5.323072307231e+09	-7.494706647700e-01+4.214015897924e-01j
5.323192319232e+09	-7.406644217868e-01+4.374930515796e-01j
5.323312331233e+09	-7.315105573340e-01+4.533857536929e-01j
5.323432343234e+09	-7.220022129161e-01+4.691042260357e-01j
5.323552355236e+09	-7.121601713443e-01+4.846190955429e-01j
5.323672367237e+09	-7.019991137530e-01+4.999360455006e-01j
5.323792379238e+09	-6.914882523971e-01+5.150385405171e-01j
5.323912391239e+09	-6.806494916829e-01+5.299201967248e-01j
5.324032403240e+09	-6.694991048470e-01+5.445719775537e-01j
5.324152415242e+09	-6.580353792118e-01+5.589909937394e-01j
5.324272427243e+09	-6.462333159037e-01+5.731717706070e-01j
5.324392439244e+09	-6.341504157526e-01+5.871004812434e-01j
5.324512451245e+09	-6.217634841994e-01+6.007756752168e-01j
5.324632463246e+09	-6.090603934077e-01+6.141841622820e-01j
5.324752475248e+09	-5.960860668679e-01+6.273346214061e-01j
5.324872487249e+09	-5.828100302454e-01+6.402179163097e-01j
5.324992499250e+09	-5.692565700920e-01+6.528091070467e-01j
5.325112511251e+09	-5.554369111847e-01+6.651120541123e-01j
5.325232523252e+09	-5.413410490642e-01+6.771374109915e-01j
5.325352535254e+09	-5.269855720746e-01+6.888498076848e-01j
5.325472547255e+09	-5.123771527936e-01+7.002665151741e-01j
5.325592559256e+09	-4.975174581752e-01+7.113683828799e-01j
5.325712571257e+09	-4.824116803899e-01+7.221618425735e-01j
5.325832583258e+09	-4.670685088276e-01+7.326397276450e-01j
5.325952595260e+09	-4.514932681930e-01+7.427771116572e-01j
5.326072607261e+09	-4.357035834352e-01+7.525954477553e-01j
5.326192619262e+09	-4.196885202332e-01+7.620741249375e-01j
5.326312631263e+09	-4.034734171234e-01+7.712132274814e-01j
5.326432643264e+09	-3.870533514058e-01+7.799941965768e-01j
5.326552655266e+09	-3.704286810078e-01+7.884428677303e-01j
5.326672667267e+09	-3.536313848630e-01+7.965301421848e-01j
5.326792679268e+09	-3.366618205062e-01+8.042647625410e-01j
5.326912691269e+09	-3.195047259732e-01+8.116395282248e-01j
5.327032703270e+09	-3.021835655693e-01+8.186412526125e-01j
5.327152715272e+09	-2.847182635045e-01+8.252789662178e-01j
5.327272727273e+09	-2.670958421636e-01+8.315503735431e-01j
5.327392739274e+09	-2.493300653497e-01+8.374263430058e-01j
5.327512751275e+09	-2.314341443294e-01+8.429330228695e-01j
5.327632763276e+09	-2.134329318553e-01+8.480559698888e-01j
5.327752775278e+09	-1.952855604582e-01+8.527940657702e-01j
5.327872787279e+09	-1.770464976379e-01+8.571439538987e-01j
5.327992799280e+09	-1.587014452872e-01+8.611071568957e-01j
5.328112811281e+09	-1.402797714924e-01+8.646688255113e-01j
5.328232823282e+09	-1.217561309937e-01+8.678449735075e-01j
5.328352835284e+09	-1.031666411114e-01+8.706177826675e-01j
5.328472847285e+09	-8.450917461559e-02+8.729875173421e-01j
5.328592859286e+09	-6.579354944041e-02+8.749452321853e-01j
5.328712871287e+09	-4.703151517003e-02+8.765286988130e-01j
5.328832883288e+09	-2.824092032252e-02+8.776968880207e-01j
5.328952895290e+09	-9.397160389046e-03+8.784634268038e-01j
5.329072907291e+09	9.451496579347e-03+8.788221366450e-01j
5.329192919292e+09	2.832713823619e-02+8.787794454657e-01j
5.329312931293e+09	4.720770626144e-02+8.783211417433e-01j
5.329432943294e+09	6.606778849774e-02+8.774524569524e-01j
5.329552955296e+09	8.491844654559e-02+8.762008357219e-01j
5.329672967297e+09	1.037640087678e-01+8.745100993414e-01j
5.329792979298e+09	1.225712636919e-01+8.724347808044e-01j
5.329912991299e+09	1.413311687123e-01+8.699486208541e-01j
5.330033003300e+09	1.600560826495e-01+8.670567156972e-01j
5.330153015302e+09	1.787199350575e-01+8.637650497191e-01j
5.330273027303e+09	1.973304427994e-01+8.600712580306e-01j
5.330393039304e+09	2.158439105605e-01+8.559572675304e-01j
5.330513051305e+09	2.342987186108e-01+8.514645039891e-01j
5.330633063306e+09	2.526519794273e-01+8.465458616729e-01j
5.330753075308e+09	2.708925991658e-01+8.412598126605e-01j
5.330873087309e+09	2.890469155533e-01+8.355711071566e-01j
5.330993099310e+09	3.070596993027e-01+8.294702684456e-01j
5.331113111311e+09	3.249584195000e-01+8.229923684906e-01j
5.331233123312e+09	3.427453089485e-01+8.161314265654e-01j
5.331353135314e+09	3.603438306832e-01+8.088719190531e-01j
5.331473147315e+09	3.778285452492e-01+8.012497489547e-01j
5.331593159316e+09	3.951457017190e-01+7.932196403557e-01j
5.331713171317e+09	4.122853937553e-01+7.848193052968e-01j
5.331833183318e+09	4.292507309791e-01+7.760540390713e-01j
5.331953195320e+09	4.460362713945e-01+7.669290679318e-01j
5.332073207321e+09	4.626305235675e-01+7.574222289340e-01j
5.332193219322e+09	4.790294329478e-01+7.475605746445e-01j
5.332313231323e+09	4.952061741428e-01+7.373367775173e-01j
5.332433243324e+09	5.111711993089e-01+7.267722690828e-01j
5.332553255326e+09	5.269152540097e-01+7.158428037503e-01j
5.332673267327e+09	5.424264184980e-01+7.045741658789e-01j
5.332793279328e+09	5.577117705735e-01+6.929686446395e-01j
5.332913291329e+09	5.727305021647e-01+6.810298786402e-01j
5.333033303330e+09	5.875244236166e-01+6.687773734637e-01j
5.333153315332e+09	6.020232397769e-01+6.561747136965e-01j
5.333273327333e+09	6.162779367437e-01+6.432484290454e-01j
5.333393339334e+09	6.302367645723e-01+6.300362776095e-01j
5.333513351335e+09	6.439234554794e-01+6.165080180849e-01j
5.333633363336e+09	6.573231467397e-01+6.026866960726e-01j
5.333753375338e+09	6.704256439119e-01+5.885481353225e-01j
5.333873387339e+09	6.832240568868e-01+5.741465112277e-01j
5.333993399340e+09	6.957220639889e-01+5.594549442269e-01j
5.334113411341e+09	7.078920595005e-01+5.444831511573e-01j
5.334233423342e+09	7.197476891929e-01+5.292404759728e-01j
5.334353435344e+09	7.312770798592e-01+5.137383523683e-01j
5.334473447345e+09	7.424800266140e-01+4.979973684649e-01j
5.334593459346e+09	7.533254118425e-01+4.819937447946e-01j
5.334713471347e+09	7.638421829152e-01+4.657456954908e-01j
5.334833483348e+09	7.740016007707e-01+4.492694313199e-01j
5.334953495350e+09	7.838239723191e-01+4.325760142194e-01j
5.335073507351e+09	7.932656213935e-01+4.156504943379e-01j
5.335193519352e+09	8.023534077579e-01+3.985259683776e-01j
5.335313531353e+09	8.110721205279e-01+3.812077846077e-01j
5.335433543354e+09	8.194114740613e-01+3.636754154731e-01j
5.335553555356e+09	8.273821755524e-01+3.459547926623e-01j
5.335673567357e+09	8.349575199719e-01+3.280787156602e-01j
5.335793579358e+09	8.421454960381e-01+3.100154389874e-01j
5.335913591359e+09	8.489512944113e-01+2.917922823175e-01j
5.336033603360e+09	8.553749119693e-01+2.734310686884e-01j
5.336153615362e+09	8.613790819233e-01+2.549108324340e-01j
5.336273627363e+09	8.669914661467e-01+2.362470162301e-01j
5.336393639364e+09	8.721889186235e-01+2.174623808212e-01j
5.336513651365e+09	8.769901041349e-01+1.985622596116e-01j
